rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,firstName,title,date,birthYear,Column3,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
98,4100,Healthcare,Liangzhi Xie & family,57,China,Beijing,Biotech,Healthcare,China,,TRUE,D,M,01/01/1966,Liangzhi,,04/04/2023,1966,59,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
99,4000,Diversified,Guangchang Guo,56,China,Shanghai,Conglomerate,Diversified,China,,TRUE,D,M,2/16/1967,Guangchang,,04/04/2023,1967,58,2,16,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
100,4000,Manufacturing,Paul Lee,65,China,Yuxi,Battery separators,Manufacturing,United States,,TRUE,D,M,01/01/1958,Paul,,04/04/2023,1958,67,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
101,4000,Diversified,Zhang Daocai,73,China,Shaoxing,Valves,Diversified,China,,TRUE,U,M,01/01/1950,Daocai,,04/04/2023,1950,75,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
102,3900,Finance & Investments,Chen Dongsheng,65,China,Beijing,Insurance,Finance & Investments,China,,TRUE,U,M,12/01/1957,Dongsheng,,04/04/2023,1957,68,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
103,3900,Manufacturing,Ruan Hongliang & family,62,China,Jiaxing,Glass,Manufacturing,China,,TRUE,D,M,01/01/1961,Hongliang,,04/04/2023,1961,64,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
104,3900,Healthcare,Wu Yiling,73,China,Shijiazhuang,Pharmaceuticals,Healthcare,China,,TRUE,E,M,10/24/1949,Yiling,,04/04/2023,1949,76,10,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
105,3900,Manufacturing,Yu Renrong,57,China,Ningbo,Semiconductors,Manufacturing,China,,TRUE,D,M,04/01/1966,Renrong,,04/04/2023,1966,59,4,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
106,3900,Healthcare,Zhu Baoguo & family,60,China,Shenzhen,Pharmaceuticals,Healthcare,China,,TRUE,D,M,4/25/1962,Baoguo,,04/04/2023,1962,63,4,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
107,3800,Automotive,Li Xiang,41,China,Beijing,Electric vehicles,Automotive,China,,TRUE,D,M,10/01/1981,Xiang,,04/04/2023,1981,44,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
108,3800,Healthcare,Su Qingcan,54,China,Xiamen,Healthcare,Healthcare,China,,TRUE,N,M,01/01/1969,Qingcan,,04/04/2023,1969,56,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
109,3700,Technology,Huang Li,59,China,Wuhan,Imaging systems,Technology,China,,TRUE,D,M,6/27/1963,Li,,04/04/2023,1963,62,6,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
110,3700,Real Estate,Ji Qi,56,China,Shanghai,"Hotels, motels",Real Estate,China,,TRUE,U,M,10/01/1966,Qi,,04/04/2023,1966,59,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
111,3700,Media & Entertainment,Jason Jiang,50,China,Shanghai,Advertising,Media & Entertainment,Singapore,,TRUE,D,M,01/01/1973,Jason,,04/04/2023,1973,52,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
112,3700,Manufacturing,Wang Yanqing & family,56,China,Wuxi,Electrical equipment,Manufacturing,China,,TRUE,D,M,04/07/1966,Yanqing,,04/04/2023,1966,59,4,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
113,3600,Automotive,Huang Yi,61,China,Beijing,Car dealerships,Automotive,Hong Kong,,TRUE,D,M,01/01/1962,Yi,,04/04/2023,1962,63,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
114,3600,Food & Beverage,Wang Junlin,60,China,Chengdu,Liquor,Food & Beverage,China,,TRUE,D,M,09/01/1962,Junlin,,04/04/2023,1962,63,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
115,3600,Automotive,Xia Zuoquan,61,China,Shenzhen,"Automobiles, batteries",Automotive,China,,TRUE,U,M,01/01/1962,Zuoquan,,04/04/2023,1962,63,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
116,3600,Technology,Zeng Fangqin,57,China,Shenzhen,Smartphone components,Technology,China,,TRUE,D,F,12/25/1965,Fangqin,,04/04/2023,1965,60,12,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
117,3600,Manufacturing,Zhang Jian,54,China,Tianjin,"Electric bikes, scooters",Manufacturing,China,,TRUE,U,M,01/01/1969,Jian,,04/04/2023,1969,56,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
118,3500,Finance & Investments,Fashu Chen,62,China,Fuzhou,Investments,Finance & Investments,China,,TRUE,D,M,10/26/1960,Fashu,,04/04/2023,1960,65,10,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
119,3500,Fashion & Retail,Fan Daidi,57,China,Xian,Skincare,Fashion & Retail,China,,TRUE,N,F,01/01/1966,Daidi,,04/04/2023,1966,59,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
120,3500,Food & Beverage,Leng Youbin,54,China,Beijing,Infant formula,Food & Beverage,China,,TRUE,D,M,01/01/1969,Youbin,,04/04/2023,1969,56,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
121,3500,Diversified,Xiao Yongming & family,58,China,Beijing,Fertilizer,Diversified,China,,TRUE,D,M,07/01/1964,Yongming,,04/04/2023,1964,61,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
122,3500,Logistics,Yang Shaopeng,65,China,Qingdao,Shipping,Logistics,China,,TRUE,D,M,01/01/1958,Shaopeng,,04/04/2023,1958,67,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
123,3400,Healthcare,Wu Guanjiang & family,54,China,Chongqing,Pharmaceuticals,Healthcare,China,,TRUE,D,M,12/21/1968,Guanjiang,,04/04/2023,1968,57,12,21,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
124,3400,Technology,Yi Zheng,52,China,Hangzhou,Software,Technology,China,,TRUE,U,M,10/15/1970,Zheng,,04/04/2023,1970,55,10,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
125,3300,Manufacturing,Chen Shibin,56,China,Lianyungang,Quartz products,Manufacturing,China,,TRUE,U,M,11/01/1966,Shibin,,04/04/2023,1966,59,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
126,3300,Technology,Fu Liquan & family,55,China,Hangzhou,Surveillance equipment,Technology,China,,TRUE,D,M,08/01/1967,Liquan,,04/04/2023,1967,58,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
127,3300,Finance & Investments,Neil Shen,55,China,Hong Kong,Venture capital,Finance & Investments,Hong Kong,Sequoia China,TRUE,D,M,12/16/1967,Neil,Investor,04/04/2023,1967,58,12,16,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
128,3300,Manufacturing,Xue Hua,53,China,Guangzhou,Agribusiness,Manufacturing,China,,TRUE,D,M,,Hua,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
129,3200,Manufacturing,Chen Kaixuan,64,China,Guangzhou,Household chemicals,Manufacturing,China,,TRUE,D,M,05/01/1958,Kaixuan,,04/04/2023,1958,67,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
130,3200,Automotive,Dong Jinggui,53,China,Wuxi,Electric scooters,Automotive,China,,TRUE,U,M,,Jinggui,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
131,3200,Healthcare,Hu Baifan,60,China,Shaoxing,Pharmaceuticals,Healthcare,China,,TRUE,D,M,10/01/1962,Baifan,,04/04/2023,1962,63,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
132,3200,Manufacturing,Li Liangbin,55,China,Xinyu,Lithium,Manufacturing,China,,TRUE,D,M,09/01/1967,Liangbin,,04/04/2023,1967,58,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
133,3200,Manufacturing,Liang Feng,54,China,Shanghai,Manufacturing,Manufacturing,China,,TRUE,D,M,11/22/1968,Feng,,04/04/2023,1968,57,11,22,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
134,3200,Fashion & Retail,Shen Guojun,60,China,Beijing,Retail,Fashion & Retail,China,,TRUE,D,M,7/31/1962,Guojun,,04/04/2023,1962,63,7,31,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
135,3200,Food & Beverage,Wu Shaoxun,67,China,Daye,Wine,Food & Beverage,China,,TRUE,D,M,01/01/1956,Shaoxun,,04/04/2023,1956,69,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
136,3200,Manufacturing,Zhou Bajin,87,China,Changzhou,Auto parts,Manufacturing,China,,TRUE,D,M,05/01/1935,Bajin,,04/04/2023,1935,90,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
137,3100,Manufacturing,Cho Tak Wong,76,China,Fuqing,Auto parts,Manufacturing,Hong Kong,,TRUE,D,M,5/15/1946,Tak Wong,,04/04/2023,1946,79,5,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
138,3100,Food & Beverage,Deng Wen,55,China,Chengdu,Flavorings,Food & Beverage,China,,TRUE,U,M,03/01/1968,Wen,,04/04/2023,1968,57,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
139,3000,Healthcare,Cai Dongchen,70,China,Luancheng,Pharmaceuticals,Healthcare,China,,TRUE,D,M,02/01/1953,Dongchen,,04/04/2023,1953,72,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
140,3000,Real Estate,Mang Yee Chu & family,63,China,Guangzhou,Real estate,Real Estate,China,,TRUE,D,M,01/01/1960,Mang Yee,,04/04/2023,1960,65,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
141,3000,Metals & Mining,Feng Hailiang,62,China,Zhuji,"Copper, education",Metals & Mining,China,,TRUE,U,M,10/01/1960,Hailiang,,04/04/2023,1960,65,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
142,3000,Real Estate,Hui Ka Yan,64,China,Shenzhen,Real estate,Real Estate,China,,TRUE,D,M,10/01/1958,Ka Yan,,04/04/2023,1958,67,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
143,3000,Technology,Lin Xiucheng & family,67,China,Xiamen,Electronics,Technology,China,,TRUE,D,M,10/10/1955,Xiucheng,,04/04/2023,1955,70,10,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
144,3000,Fashion & Retail,Guanghe Qiu & family,71,China,Wenzhou,Fashion retail,Fashion & Retail,China,,TRUE,D,M,11/10/1951,Guanghe,,04/04/2023,1951,74,11,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
145,3000,Food & Beverage,Yonghong Shi & family,54,China,Chengdu,Restaurants,Food & Beverage,China,,TRUE,D,M,01/01/1969,Yonghong,,04/04/2023,1969,56,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
146,3000,Diversified,Guangxin Sun,60,China,Urumqi,Diversified,Diversified,China,,TRUE,U,M,12/01/1962,Guangxin,,04/04/2023,1962,63,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
147,3000,Healthcare,Ye Xiaoping,60,China,Hangzhou,Pharmaceuticals,Healthcare,China,,TRUE,U,M,02/01/1963,Xiaoping,,04/04/2023,1963,62,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
148,3000,Manufacturing,Zhu Gongshan & family,65,China,Shanghai,Solar panel materials,Manufacturing,China,,TRUE,D,M,01/01/1958,Gongshan,,04/04/2023,1958,67,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
149,2900,Healthcare,Cao Longxiang & family,65,China,Taixing,Pharmaceuticals,Healthcare,China,,TRUE,E,M,09/05/1957,Longxiang,,04/04/2023,1957,68,9,5,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
150,2900,Manufacturing,Gu Yuhua & family,73,China,Hangzhou,Furniture,Manufacturing,China,,TRUE,D,M,10/05/1949,Yuhua,,04/04/2023,1949,76,10,5,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
151,2900,Healthcare,Li Jianquan & family,66,China,Shenzhen,Consumer products,Healthcare,Hong Kong,,TRUE,D,M,01/01/1957,Jianquan,,04/04/2023,1957,68,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
152,2900,Healthcare,Li Li,57,China,Changsha,Healthcare,Healthcare,China,,TRUE,U,M,09/01/1965,Li,,04/04/2023,1965,60,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
153,2900,Manufacturing,Li Xiaohua & family,61,China,Yuxi,Packaging,Manufacturing,China,,TRUE,D,M,01/01/1962,Xiaohua,,04/04/2023,1962,63,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
154,2900,Manufacturing,Liu Xiaodong,55,China,Shanghai,Flavorings,Manufacturing,China,,TRUE,U,M,07/03/1967,Xiaodong,,04/04/2023,1967,58,7,3,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
155,2900,Fashion & Retail,Zhang Wenzhong,61,China,Beijing,Supermarkets,Fashion & Retail,China,,TRUE,D,M,01/01/1962,Wenzhong,,04/04/2023,1962,63,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
156,2900,Fashion & Retail,Zhou Jianping,62,China,Jiangyin,Fashion retail,Fashion & Retail,China,,TRUE,E,M,5/28/1960,Jianping,,04/04/2023,1960,65,5,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
157,2800,Healthcare,Kang An,74,China,Xinxiang,Pharmaceuticals,Healthcare,China,,TRUE,D,M,01/01/1949,Kang,,04/04/2023,1949,76,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
158,2800,Manufacturing,Du Jiangtao & family,53,China,Beijing,Chemicals,Manufacturing,China,,TRUE,D,M,11/17/1969,Jiangtao,,04/04/2023,1969,56,11,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
159,2800,Manufacturing,Li Weiguo,58,China,Beijing,Construction materials,Manufacturing,China,,TRUE,D,M,01/01/1965,Weiguo,,04/04/2023,1965,60,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
160,2800,Media & Entertainment,Su Hua,41,China,Beijing,Video streaming,Media & Entertainment,China,,TRUE,D,M,01/01/1982,Hua,,04/04/2023,1982,43,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
161,2800,Manufacturing,Sun Shoukuan,73,China,Yingkou,"Metals, coal",Manufacturing,China,,TRUE,E,M,10/01/1949,Shoukuan,,04/04/2023,1949,76,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
162,2800,Manufacturing,Zhu Xingming,56,China,Shenzhen,Electrical equipment,Manufacturing,China,,TRUE,U,M,03/01/1967,Xingming,,04/04/2023,1967,58,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
163,2700,Technology,Li Zhongchu,59,China,Beijing,Software,Technology,China,,TRUE,D,M,8/26/1963,Zhongchu,,04/04/2023,1963,62,8,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
164,2700,Food & Beverage,Liang Yunchao,54,China,Guangzhou,Nutritional supplements,Food & Beverage,China,,TRUE,D,M,01/03/1969,Yunchao,,04/04/2023,1969,56,1,3,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
165,2700,Healthcare,Guangming Wu,61,China,Danyang,Medical equipment,Healthcare,China,,TRUE,D,M,2/27/1962,Guangming,,04/04/2023,1962,63,2,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
166,2700,Healthcare,Zhu Yi,59,China,Chengdu,Pharmaceuticals,Healthcare,China,,TRUE,N,M,12/01/1963,Yi ,,04/04/2023,1963,62,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
167,2600,Healthcare,Cen Junda,58,China,Lianyungang,Pharmaceuticals,Healthcare,China,,TRUE,U,M,6/18/1964,Junda,,04/04/2023,1964,61,6,18,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
168,2600,Manufacturing,Chen Zhiping,47,China,Shenzhen,E-cigarettes,Manufacturing,China,,TRUE,D,M,01/01/1976,Zhiping,,04/04/2023,1976,49,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
169,2600,Manufacturing,Deng Weiming & family,54,China,Changsha,Battery components,Manufacturing,China,,TRUE,D,M,09/01/1968,Weiming,,04/04/2023,1968,57,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
170,2600,Healthcare,Hou Juncheng,58,China,Hangzhou,Cosmetics,Healthcare,China,,TRUE,U,M,12/17/1964,Juncheng,,04/04/2023,1964,61,12,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
171,2600,Construction & Engineering,Zhenda Huang & family,75,China,Shantou,Construction,Construction & Engineering,China,,TRUE,D,M,09/01/1947,Zhenda,,04/04/2023,1947,78,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
172,2600,Automotive,Li Guoqiang,59,China,Beijing,Auto dealerships,Automotive,China,,TRUE,D,M,01/01/1964,Guoqiang,,04/04/2023,1964,61,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
173,2600,Service,Li Yongxin,47,China,Beijing,Education,Service,China,,TRUE,D,M,03/09/1976,Yongxin,,04/04/2023,1976,49,3,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
174,2600,Diversified,Lu Weiding,52,China,Hangzhou,Diversified,Diversified,China,,FALSE,D,M,03/01/1971,Weiding,,04/04/2023,1971,54,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
175,2600,Technology,Zhao Lixin,57,China,Shanghai,Electronics,Technology,China,,TRUE,D,M,01/01/1966,Lixin,,04/04/2023,1966,59,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
176,2600,Technology,Hongyi Zhou,52,China,Beijing,Security software,Technology,China,,TRUE,U,M,10/01/1970,Hongyi,,04/04/2023,1970,55,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
177,2500,Media & Entertainment,Cheng Yixiao,39,China,Beijing,Video streaming app,Media & Entertainment,China,,TRUE,D,M,01/01/1984,Yixiao,,04/04/2023,1984,41,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
178,2500,Manufacturing,Li Hongxin & family,70,China,Yanzhou,Paper & related products,Manufacturing,China,,TRUE,D,M,03/07/1953,Hongxin,,04/04/2023,1953,72,3,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
179,2500,Fashion & Retail,Lu Yiwen,36,China,Shenzhen,Jewelry,Fashion & Retail,China,,TRUE,D,F,01/01/1987,Yiwen,,04/04/2023,1987,38,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
180,2500,Technology,Qiu Minxiu,77,China,Shangyu,Semiconductors,Technology,China,,TRUE,E,F,9/17/1945,Minxiu,,04/04/2023,1945,80,9,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
181,2500,Metals & Mining,Wenrong Shen,77,China,Zhangjiagang,Steel production,Metals & Mining,China,,TRUE,U,M,2/13/1946,Wenrong,,04/04/2023,1946,79,2,13,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
182,2500,Diversified,Yuzhu Shi,60,China,Shanghai,"Online games, investments",Diversified,China,,TRUE,D,M,09/01/1962,Yuzhu,,04/04/2023,1962,63,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
183,2500,Fashion & Retail,Roger Wang,74,China,Nanjing,Retail,Fashion & Retail,United States,,TRUE,D,M,01/01/1949,Roger,,04/04/2023,1949,76,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
184,2500,Food & Beverage,Wu Zhigang & family,88,China,Shenyang,Bakery chain,Food & Beverage,China,,TRUE,D,M,1/14/1935,Zhigang,,04/04/2023,1935,90,1,14,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
185,2500,Fashion & Retail,Ye Guofu,45,China,Guangzhou,Retail,Fashion & Retail,China,,TRUE,R,M,01/01/1978,Guofu,,04/04/2023,1978,47,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
186,2400,Healthcare,Xuande Hua & family,79,China,Taizhou,Pharmaceuticals,Healthcare,China,,TRUE,D,M,10/30/1943,Xuande,,04/04/2023,1943,82,10,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
187,2400,Food & Beverage,Pan Laican,,China,foshan,Soy sauce,Food & Beverage,China,,TRUE,D,M,,Laican,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
188,2400,Real Estate,Jinxing Qi,61,China,Hangzhou,Real estate,Real Estate,China,,TRUE,U,M,3/28/1962,Jinxing,,04/04/2023,1962,63,3,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
189,2400,Manufacturing,Qiu Jianping & family,61,China,Hangzhou,Hand tools,Manufacturing,China,,TRUE,U,M,1/28/1962,Jianping,,04/04/2023,1962,63,1,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
190,2400,Manufacturing,Yang Jianliang & family,53,China,Wuxi,Machinery,Manufacturing,China,,TRUE,D,M,06/01/1969,Jianliang,,04/04/2023,1969,56,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
191,2400,Manufacturing,Yang Weidong & family,54,China,Jiaxing,Chemicals,Manufacturing,China,,TRUE,D,M,09/09/1968,Weidong,,04/04/2023,1968,57,9,9,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
192,2300,Technology,Long Jiang,49,China,Weifang,Manufacturing,Technology,China,,TRUE,U,M,02/01/1974,Long,,04/04/2023,1974,51,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
193,2300,Food & Beverage,Jianping Lai,,China,Foshan,Soy sauce,Food & Beverage,China,,TRUE,D,M,,Jianping,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
194,2300,Food & Beverage,Li Haiyan,,China,Chengdu,Restaurants,Food & Beverage,China,,TRUE,U,F,,Haiyan,,04/04/2023,,2025,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
195,2300,Finance & Investments,Hua Li,45,China,Shenzhen,Financial services,Finance & Investments,China,,TRUE,U,M,01/01/1978,Hua,,04/04/2023,1978,47,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
